date,open,high,low,close,volume,is_anomaly
2026-09-18,106.89,106.89,105.05,106.45,1630,False
2026-09-17,106.01,108.95,104.51,105.12,10412,False
2026-09-16,105.51,107.01,105.51,106.01,8887,False
2026-09-15,106.5,108.48,106.02,107.29,2281,False
2026-09-14,107.85,109.0,106.0,106.1,40265,False
2026-09-11,107.8,110.0,107.1,109.21,29450,False
2026-09-10,109.5,111.92,107.7,107.84,38019,False
2026-09-09,110.51,112.45,110.0,110.36,28627,False
2026-09-08,112.01,112.5,110.51,110.72,9516,False
2026-09-07,114.0,114.0,112.51,112.67,30638,False
2026-09-04,114.0,114.04,112.52,113.05,38955,False
2026-09-03,117.9,117.9,113.0,113.7,25137,False
2026-09-02,115.59,116.49,115.0,115.52,30117,False
2026-09-01,117.5,121.98,115.5,116.22,39580,False
2026-08-31,119.35,120.7,115.51,116.05,41084,False
2026-08-28,115.0,123.98,114.6,119.32,73129,False
2026-08-27,109.5,115.5,109.5,114.6,78535,False
2026-08-25,167.99,168.0,163.2,164.18,273027,False
2026-08-24,175.01,175.9,165.0,165.78,412762,False
2026-08-21,193.49,199.9,172.84,175.14,500388,False
2026-08-20,210.0,219.99,187.87,192.04,270041,False
2026-08-19,208.74,208.74,208.74,208.74,42469,False
2026-08-18,178.98,191.64,175.01,189.76,44637,False
2026-08-17,173.02,179.5,172.51,174.22,457,False
2026-08-13,179.97,179.98,170.07,176.04,2083,False
2026-08-12,175.89,175.89,171.01,174.89,2643,False
2026-08-11,174.9,175.0,170.21,173.33,26684,False
2026-08-10,170.01,175.4,170.01,175.4,2069,False
2026-08-07,175.0,175.0,172.2,172.19,120,True
2026-08-06,179.98,179.98,172.14,172.19,141,False
2026-08-05,186.0,186.0,170.22,172.19,4448,False
2026-08-04,175.0,189.98,170.05,170.14,3103,False
2026-08-03,181.98,181.99,178.26,180.91,217,False
2026-07-31,179.98,179.98,170.01,176.83,737,False
2026-07-30,176.36,176.36,176.36,176.36,3,False
2026-07-29,173.0,176.48,173.0,176.36,3692,False
2026-07-28,172.0,184.96,170.0,170.0,26131,False
2026-07-27,173.0,173.0,170.0,170.23,1071,False
2026-07-24,177.0,177.0,170.0,170.08,1514,False
2026-07-23,172.0,172.0,170.0,170.0,4253,False
2026-07-22,171.0,176.99,170.01,170.87,3632,False
2026-07-21,177.98,177.98,173.0,173.0,1216,False
2026-07-20,172.5,173.0,170.0,172.03,6644,False
2026-07-17,175.0,175.0,173.0,175.29,100,True
2026-07-16,175.0,179.95,175.0,175.29,631,False
2026-07-15,178.54,180.0,172.02,178.01,75039,False
2026-07-14,170.01,178.48,170.0,170.3,67701,False
2026-07-13,177.77,177.77,171.8,172.0,4420,False
2026-07-10,172.06,177.0,172.05,176.98,1052,False
2026-07-09,173.52,177.95,173.01,176.82,1348,False
2026-07-08,172.55,177.96,172.01,173.53,2795,False
2026-07-07,177.79,177.79,172.52,177.0,1087,False
2026-07-06,178.0,178.0,176.99,177.0,1298,False
2026-07-03,177.11,178.1,177.0,177.08,230,False
2026-07-02,177.49,179.0,177.0,177.93,18941,False
2026-07-01,177.47,177.47,172.54,173.05,3783,False
2026-06-30,177.1,177.1,177.09,175.69,56,True
2026-06-29,177.47,177.48,175.01,175.69,339,False
2026-06-24,177.49,177.49,177.49,176.88,12,True
2026-06-23,177.0,177.0,173.0,176.88,2387,False
2026-06-22,177.44,177.47,177.0,177.44,59,False
2026-06-19,177.47,177.47,175.0,177.44,3204,False
2026-06-18,177.24,177.24,177.23,177.23,5032,False
2026-06-17,173.51,177.48,172.51,177.4,4104,False
2026-06-16,173.51,177.99,173.51,174.06,2869,False
2026-06-15,178.5,179.41,173.55,173.99,1193,False
2026-06-12,176.1,179.38,174.03,178.3,928,False
2026-06-11,167.35,179.0,167.35,177.21,8751,False
2026-06-09,167.0,169.49,167.0,167.12,658,False
2026-06-08,169.05,169.49,164.51,169.29,2226,False
2026-06-05,169.85,173.99,169.5,171.88,1861,False
2026-06-04,169.98,169.99,167.0,167.31,1705,False
2026-06-03,167.0,170.43,167.0,169.37,177,False
2026-06-02,166.0,170.0,166.0,170.0,700,False
2026-06-01,170.0,170.25,168.22,169.95,1070,False
2026-05-29,174.97,174.99,160.51,165.31,460506,False
2026-05-25,174.97,174.97,170.01,170.0,80,True
2026-05-22,170.0,170.05,170.0,170.0,403,False
2026-05-21,171.0,171.01,171.0,170.0,12,True
2026-05-20,170.6,174.98,170.41,170.0,133,True
2026-05-19,174.88,174.89,170.86,170.0,20,True
2026-05-18,171.75,174.94,170.0,170.0,12017,False
2026-05-15,174.93,174.98,170.0,171.75,1783,False
2026-05-14,170.4,170.4,170.0,170.0,2000,False
2026-05-13,172.5,172.55,172.5,170.0,21,True
2026-05-12,175.99,175.99,170.0,170.0,32364,False
2026-05-11,173.99,175.0,172.0,175.0,318,False
2026-05-08,172.0,176.46,172.0,172.0,2174,False
2026-05-07,174.5,176.5,170.0,172.0,30649,False
2026-05-06,174.99,174.99,173.5,174.92,4882,False
2026-05-05,169.52,174.99,169.52,172.0,1465,False
2026-05-04,174.99,175.49,170.0,170.1,942,False
2026-04-30,173.47,175.0,165.25,170.0,27103,False
2026-04-29,171.81,171.81,170.01,170.55,1303,False
2026-04-28,171.85,175.95,171.52,171.55,883,False
2026-04-27,170.0,176.9,169.1,175.97,21720,False
2026-04-24,170.52,170.52,168.51,169.52,227,False
2026-04-23,173.0,174.0,170.0,174.0,16234,False
2026-04-22,170.0,171.5,170.0,171.46,3927,False
2026-04-21,173.45,174.0,171.5,173.0,16280,False
2026-04-20,169.8,173.0,167.01,172.99,7654,False
2026-04-17,167.0,173.49,167.0,172.74,4591,False
2026-04-16,170.49,170.99,166.11,169.99,22914,False
2026-04-15,168.05,170.0,160.0,170.0,105674,False
2026-04-14,164.05,169.46,164.02,164.55,3421,False
2026-04-13,168.92,172.89,164.0,167.34,2485,False
2026-04-10,169.01,169.02,168.51,168.92,2350,False
2026-04-09,170.0,175.0,169.01,169.3,16079,False
2026-04-08,157.49,172.0,157.49,170.97,12145,False
2026-04-07,152.04,157.39,152.03,157.0,19959,False
2026-04-06,153.97,156.48,153.97,155.8,33668,False
2026-04-03,157.0,157.0,152.1,152.51,25335,False
2026-04-02,155.0,157.48,150.0,157.4,3088,False
2026-04-01,157.49,157.49,152.52,153.14,538,False
2026-03-31,156.98,157.0,152.02,154.27,77990,False
2026-03-30,152.02,157.45,152.02,157.22,241,False
2026-03-27,152.02,157.02,152.01,156.99,21034,False
2026-03-26,153.42,157.25,153.0,156.06,31077,False
2026-03-25,152.9,157.02,152.9,156.35,14436,False
2026-03-24,157.99,157.99,152.01,152.83,6222,False
2026-03-19,164.99,164.99,152.51,155.05,4729,False
2026-03-18,162.0,162.0,160.0,161.52,429,False
2026-03-17,163.98,164.5,157.0,161.48,9853,False
2026-03-16,173.98,174.49,168.51,169.36,5519,False
2026-03-13,172.45,173.98,172.0,173.06,287,False
2026-03-12,173.97,173.98,168.51,169.14,855,False
2026-03-11,176.0,176.0,169.01,169.43,2243,False
2026-03-10,163.0,175.99,163.0,171.35,7542,False
2026-03-09,179.99,180.0,161.87,164.39,3358,False
2026-03-06,179.99,180.0,178.0,179.84,661,False
2026-03-05,180.0,181.0,175.01,176.19,3739,False
2026-03-04,175.01,181.49,174.5,179.39,4956,False
2026-03-03,170.0,180.0,170.0,180.0,36969,False
2026-03-02,160.0,175.0,160.0,170.03,173194,False
2026-02-27,171.0,180.0,170.0,172.08,19682,False
2026-02-26,180.99,190.0,170.0,177.7,142462,False
2026-02-25,199.92,199.92,179.93,179.94,127905,False
2026-02-24,208.05,211.0,193.0,199.92,7614,False
2026-02-23,219.99,220.0,209.0,209.88,13454,False
2026-02-20,219.0,219.0,215.01,215.47,1923,False
2026-02-19,228.0,231.0,216.0,219.97,3271,False
2026-02-18,214.01,222.0,214.01,221.96,8056,False
2026-02-17,219.98,219.98,213.0,215.8,9620,False
2026-02-16,217.0,221.05,215.0,215.93,6390,False
2026-02-13,220.05,223.98,219.0,220.54,5959,False
2026-02-12,221.09,222.0,216.01,220.95,12531,False
2026-02-11,226.0,234.0,220.01,223.01,42253,False
2026-02-10,225.0,229.98,215.0,221.37,6926,False
2026-02-09,227.0,233.0,222.0,226.18,4006,False
2026-02-06,234.9,243.0,227.25,230.25,32784,False
2026-02-04,235.0,238.99,220.01,232.29,23936,False
2026-02-03,229.87,229.88,221.03,225.87,9524,False
2026-02-02,245.0,245.0,225.0,225.53,57781,False
2026-01-30,244.0,244.0,228.1,229.4,32568,False
2026-01-29,249.99,251.99,226.0,235.66,156192,False
2026-01-28,245.0,258.0,241.2,244.72,19654,False
2026-01-27,264.0,280.0,245.51,249.95,96676,False
2026-01-26,240.5,260.23,230.1,260.23,147403,False
2026-01-23,225.0,238.67,214.0,236.57,135673,False
2026-01-22,209.55,219.99,209.55,216.97,27610,False
2026-01-21,211.0,218.79,203.0,210.59,44268,False
2026-01-20,215.25,223.0,206.0,211.77,187588,False
2026-01-19,207.94,208.19,197.0,208.19,188211,False
2026-01-16,173.01,190.7,171.0,189.26,171436,False
2026-01-15,179.99,179.99,172.0,173.36,7076,False
2026-01-14,170.12,178.0,170.0,174.79,27602,False
2026-01-13,171.0,177.49,170.0,175.99,21738,False
2026-01-12,177.84,177.84,170.0,172.4,2908,False
2026-01-09,168.52,179.88,168.52,170.38,8672,False
2026-01-08,176.0,176.5,172.0,172.63,10747,False
2026-01-07,171.0,176.0,169.0,173.47,84043,False
2026-01-06,170.0,173.87,168.04,171.94,24870,False
2026-01-05,170.0,173.93,168.0,171.32,30597,False
2026-01-02,168.0,169.39,168.0,168.0,4628,False
2026-01-01,168.5,169.94,166.5,167.51,4626,False
2025-12-31,164.5,169.0,163.51,168.98,11980,False
2025-12-30,165.0,166.0,161.0,163.79,84796,False
2025-12-29,169.98,169.98,165.0,168.49,56947,False
2025-12-26,167.0,169.0,165.03,165.11,4572,False
2025-12-24,167.0,168.5,166.5,167.04,3931,False
2025-12-23,168.9,168.9,165.01,166.0,3627,False
2025-12-22,162.5,169.0,162.5,167.0,510,False
2025-12-19,169.37,169.37,165.01,167.0,2617,False
2025-12-18,168.9,169.99,165.0,165.33,19798,False
2025-12-17,163.02,166.98,163.02,165.5,11801,False
2025-12-16,164.0,166.0,162.55,163.03,2236,False
2025-12-15,162.0,164.9,162.0,164.4,2261,False
2025-12-12,161.07,164.0,160.5,161.94,40983,False
2025-12-11,164.9,164.9,161.02,162.14,46440,False
2025-12-10,168.65,168.65,162.0,162.98,81657,False
2025-12-09,166.2,172.0,160.03,164.54,634600,False
2025-12-08,172.0,172.0,166.66,166.72,223,False
2025-12-05,174.99,174.99,172.0,172.0,513,False
2025-12-04,173.5,173.5,165.0,169.7,13586,False
2025-12-03,170.0,174.9,167.05,174.75,417,False
2025-12-02,173.48,173.48,167.3,170.0,4312,False
2025-12-01,166.51,174.0,166.51,170.0,2157,False
2025-11-28,174.98,174.98,165.11,172.0,25932,False
2025-11-27,171.0,171.0,166.01,167.82,3867,False
2025-11-26,169.8,169.8,166.0,166.04,1605,False
2025-11-25,171.99,171.99,169.0,169.96,1116,False
2025-11-24,175.0,175.0,165.0,169.0,12931,False
2025-11-21,165.0,176.99,165.0,170.96,10328,False
2025-11-20,165.0,170.0,160.0,161.52,5587,False
2025-11-19,179.88,179.88,166.0,166.21,855,False
2025-11-18,173.99,173.99,170.0,172.0,51,False
2025-11-17,173.98,173.98,169.98,172.0,59,False
2025-11-14,166.0,173.0,166.0,172.0,319,False
2025-11-13,168.0,168.0,166.0,166.04,1925,False
2025-11-12,166.98,167.0,166.98,166.99,170,False
2025-11-11,169.99,169.99,160.09,167.12,2940,False
2025-11-10,171.49,171.49,165.0,171.7,522,True
2025-11-07,179.72,179.72,162.01,171.7,181,False
2025-11-06,168.0,168.0,165.0,163.4,152,True
2025-11-05,170.0,170.0,162.0,163.4,30819,False
2025-11-04,163.0,168.0,163.0,168.0,306,False
