date,open,high,low,close,volume,is_anomaly
2026-09-18,919.99,970.0,910.0,934.69,97339,False
2026-09-17,915.0,915.0,895.0,911.14,300,False
2026-09-16,934.8,934.8,895.0,916.43,391,False
2026-09-15,939.9,939.95,880.11,893.68,1746,False
2026-09-14,940.0,940.0,865.02,902.25,1756,False
2026-09-11,884.8,990.0,880.0,908.55,2719,False
2026-09-10,905.13,910.0,901.13,904.8,2958,False
2026-09-09,900.1,932.95,900.1,917.09,377,False
2026-09-08,936.99,936.99,910.0,915.01,10310,False
2026-09-07,924.0,924.0,915.0,922.0,577,False
2026-09-04,925.0,930.0,921.0,925.0,4006,False
2026-09-03,929.99,938.97,921.0,924.03,573,False
2026-09-02,925.02,936.9,920.01,929.96,694,False
2026-09-01,936.22,940.99,925.01,925.01,1151,False
2026-08-31,921.03,941.0,921.03,936.22,173,False
2026-08-28,930.0,960.0,920.04,925.0,37428,False
2026-08-27,944.0,944.0,912.0,920.52,1617,False
2026-08-25,935.0,942.98,912.0,921.78,1923,False
2026-08-24,940.0,959.9,925.01,934.86,9401,False
2026-08-21,927.0,930.0,901.12,927.0,105862,False
2026-08-20,900.0,974.0,900.0,910.15,199047,False
2026-08-19,900.0,908.0,896.0,899.99,4489,False
2026-08-18,900.0,900.0,896.0,899.9,4016,False
2026-08-17,908.99,909.5,900.0,906.79,2416,False
2026-08-13,910.0,915.9,895.01,899.54,39638,False
2026-08-12,910.0,910.0,899.0,904.97,834,False
2026-08-11,905.0,908.3,890.0,900.21,1826,False
2026-08-10,912.0,912.0,905.0,909.5,108,False
2026-08-07,912.0,912.0,900.0,909.16,3232,False
2026-08-06,899.0,911.96,899.0,904.73,283,False
2026-08-05,905.0,908.0,893.5,905.6,628,False
2026-08-04,900.0,908.98,892.1,895.22,9227,False
2026-08-03,899.11,911.0,899.0,899.93,816,False
2026-07-31,917.0,917.0,895.01,899.01,2419,False
2026-07-30,906.4,909.0,901.0,905.98,2962,False
2026-07-29,909.0,909.0,890.0,906.32,3228,False
2026-07-28,919.99,919.99,905.0,909.96,1457,False
2026-07-27,924.99,924.99,903.01,908.7,1379,False
2026-07-24,902.0,909.99,895.0,901.39,786,False
2026-07-23,914.98,925.0,902.0,902.38,342,False
2026-07-22,910.0,910.0,900.0,903.2,824,False
2026-07-21,916.98,916.98,900.0,911.25,6197,False
2026-07-20,910.0,919.98,870.03,905.53,2312,False
2026-07-17,924.95,924.95,890.0,910.1,64811,False
2026-07-16,924.99,924.99,911.0,911.57,2204,False
2026-07-15,919.0,980.0,903.01,912.17,2086,False
2026-07-14,915.0,919.9,880.18,904.55,11751,False
2026-07-13,929.0,929.0,914.01,924.99,131,False
2026-07-10,920.58,929.99,912.0,925.08,5774,False
2026-07-09,929.0,929.29,890.0,920.6,775,False
2026-07-08,933.99,933.99,915.0,925.72,3146,False
2026-07-07,939.96,939.97,929.0,929.47,3584,False
2026-07-06,935.45,950.0,928.0,935.36,8080,False
2026-07-03,929.98,945.0,915.11,935.45,4665,False
2026-07-02,919.0,936.99,911.01,935.3,9942,False
2026-07-01,919.0,938.98,899.0,906.45,22088,False
