date,open,high,low,close,volume,is_anomaly
2026-08-10,240.31,242.29,240.0,241.02,202142,False
2026-08-07,241.62,242.35,240.2,241.47,165062,False
2026-08-06,244.13,244.9,241.4,241.62,378334,False
2026-08-05,243.3,245.5,240.5,244.14,781624,False
2026-08-04,241.98,242.88,237.99,238.8,258061,False
2026-08-03,244.45,245.9,240.3,241.03,736343,False
2026-07-31,243.0,247.9,240.35,241.29,723576,False
2026-07-30,242.98,245.9,240.55,241.67,739271,False
2026-07-29,243.88,257.5,241.01,244.72,3640071,False
2026-07-28,254.89,256.5,242.52,244.5,1664359,False
2026-07-27,235.0,249.35,231.12,249.35,1708814,False
2026-07-24,229.0,234.0,222.5,226.68,546946,False
2026-07-23,238.75,238.75,228.51,230.26,248122,False
2026-07-22,241.0,241.05,234.37,235.68,236653,False
2026-07-21,241.16,243.69,239.55,239.99,427048,False
2026-07-20,238.0,244.49,236.0,240.47,753281,False
2026-07-17,241.01,244.99,238.79,239.06,454879,False
2026-07-16,244.47,246.0,241.5,242.45,516137,False
2026-07-15,243.5,246.7,240.25,242.54,674515,False
2026-07-14,240.1,253.01,237.0,240.43,1881274,False
2026-07-13,239.7,245.0,236.0,241.22,303761,False
2026-07-10,246.98,254.0,244.1,245.56,1136578,False
2026-07-09,233.0,250.0,233.0,246.31,1560687,False
2026-07-08,248.0,250.0,232.6,237.11,1346840,False
2026-07-07,255.89,255.89,250.58,251.18,576622,False
2026-07-06,252.0,260.99,251.0,254.65,1199968,False
2026-07-03,240.0,261.98,238.0,251.78,4816447,False
2026-07-02,243.0,243.99,237.74,238.16,519479,False
2026-07-01,242.4,244.44,239.99,241.38,503653,False
2026-06-30,235.03,244.01,235.03,240.37,550552,False
2026-06-29,238.12,239.99,233.51,234.95,513487,False
2026-06-24,241.97,244.5,238.49,240.45,635606,False
2026-06-23,248.0,251.0,240.01,241.33,559370,False
2026-06-22,249.0,252.5,247.0,247.83,289295,False
2026-06-19,262.0,262.0,245.0,247.8,822938,False
2026-06-18,261.0,264.82,259.0,259.64,595835,False
2026-06-17,265.33,266.33,260.0,261.1,614260,False
2026-06-16,265.0,269.0,261.0,264.98,1367338,False
2026-06-15,270.0,270.0,260.0,262.57,928514,False
2026-06-12,278.01,280.0,268.75,270.28,1181463,False
2026-06-11,279.99,282.25,274.2,277.36,2770758,False
2026-06-10,268.0,281.7,265.15,277.91,3900499,False
2026-06-09,266.0,274.0,264.5,268.1,1300981,False
2026-06-08,266.0,267.86,261.0,261.78,577937,False
2026-06-05,277.9,278.9,267.5,269.12,1201405,False
2026-06-04,280.0,286.0,275.01,276.03,5049125,False
2026-06-03,255.0,284.0,250.01,279.16,6289189,False
2026-06-02,268.5,276.99,255.0,258.29,3831993,False
2026-06-01,255.0,265.21,251.25,265.21,3975819,False
2026-05-29,226.0,248.41,225.85,241.1,1728198,False
2026-05-25,224.0,227.8,223.0,225.83,345451,False
2026-05-22,227.95,227.95,221.9,222.69,475078,False
2026-05-21,228.0,229.01,224.0,225.22,611217,False
2026-05-20,234.0,239.5,225.65,227.63,1605050,False
2026-05-19,208.06,228.5,208.06,228.5,1064466,False
2026-05-18,219.0,219.0,206.05,207.73,223101,False
2026-05-15,220.02,224.0,219.0,220.59,250396,False
2026-05-14,226.5,228.0,222.25,222.82,272506,False
2026-05-13,224.95,227.0,220.1,224.16,538379,False
2026-05-12,232.0,233.98,217.22,220.34,636830,False
2026-05-11,232.0,238.99,229.0,230.39,852044,False
2026-05-08,224.0,239.9,220.0,234.02,2580241,False
2026-05-07,230.05,236.0,224.99,225.64,2268282,False
2026-05-06,210.0,226.9,210.0,226.9,1698699,False
2026-05-05,204.95,209.4,200.0,206.27,561714,False
2026-05-04,230.1,235.99,205.97,209.52,1731767,False
2026-04-30,219.0,239.8,213.05,228.85,4778218,False
2026-04-29,213.0,219.85,209.0,219.85,1668636,False
2026-04-28,179.97,199.86,178.5,199.86,453825,False
2026-04-27,182.68,185.95,181.0,181.69,83310,False
2026-04-24,180.81,185.15,176.05,182.68,109084,False
2026-04-23,181.0,182.5,180.0,180.81,142319,False
2026-04-22,186.0,187.99,182.5,183.23,183136,False
2026-04-21,191.9,192.0,187.0,187.92,241983,False
2026-04-20,186.49,193.98,182.0,188.05,784973,False
2026-04-17,188.0,188.99,185.01,186.83,520170,False
2026-04-16,188.0,190.0,185.51,186.96,216115,False
2026-04-15,190.25,195.0,184.0,186.07,811740,False
2026-04-14,173.0,185.86,173.0,185.86,505988,False
2026-04-13,174.98,174.98,168.12,168.96,134653,False
2026-04-10,172.0,179.8,172.0,179.0,318384,False
2026-04-09,170.12,174.5,167.0,172.01,238605,False
2026-04-08,168.0,174.35,168.0,174.09,411524,False
2026-04-07,157.5,160.0,155.01,159.15,40991,False
2026-04-06,157.98,160.79,153.0,158.63,167200,False
2026-04-03,162.0,164.5,158.02,158.77,276947,False
2026-04-02,151.41,173.9,151.41,168.32,307236,False
2026-04-01,155.0,163.0,155.0,158.47,106021,False
2026-03-31,150.0,154.59,150.0,151.56,57646,False
2026-03-30,155.9,155.9,147.5,149.56,194140,False
2026-03-27,164.9,165.0,154.0,155.99,184631,False
2026-03-26,167.0,168.98,163.52,164.19,89118,False
2026-03-25,164.01,169.0,163.99,167.93,165859,False
2026-03-24,168.45,170.0,163.0,163.41,124954,False
2026-03-19,162.01,166.0,160.5,165.24,79176,False
2026-03-18,163.0,167.0,163.0,164.18,78919,False
2026-03-17,164.01,166.44,161.0,163.15,64914,False
2026-03-16,166.0,166.0,163.5,164.01,48420,False
2026-03-13,164.74,167.5,163.0,166.04,57239,False
2026-03-12,166.1,167.82,163.0,164.94,68957,False
2026-03-11,164.99,168.76,164.32,166.62,84753,False
2026-03-10,161.99,167.0,156.0,164.99,135770,False
2026-03-09,165.0,165.0,152.37,153.2,165835,False
2026-03-06,169.0,170.0,165.0,169.3,79302,False
2026-03-05,164.4,170.95,163.5,169.91,99703,False
2026-03-04,160.0,165.0,154.0,163.97,157014,False
2026-03-03,165.0,168.9,156.0,160.61,347640,False
2026-03-02,168.92,172.1,168.92,168.92,317473,False
2026-02-27,193.9,193.9,180.75,187.69,85147,False
2026-02-26,192.05,194.81,189.03,193.59,160295,False
